date,year,month,day,dow,all,tmean,rh,pm10,ozone
2004/09/07,2004,9,7,2,126,20.09375,67.625,32.400002,59.08026505
2004/09/08,2004,9,8,3,122,18.125,53.974998,29.4,49.1240654
2004/09/09,2004,9,9,4,144,19.893749,54.875,54.700001,26.73589134
2004/09/10,2004,9,10,5,132,17.775,82.875,59.200001,35.56586075
2004/09/11,2004,9,11,6,133,18.4625,61.049999,32.299999,68.92124939
2004/09/12,2004,9,12,0,117,14.43125,60.349998,29.9,49.32202911
2004/09/13,2004,9,13,1,121,16.0375,74.425003,37.700001,46.51270676
2004/09/14,2004,9,14,2,142,14.73125,67.444847,36.700001,42.7347641
2004/09/15,2004,9,15,3,129,13.58125,57.275002,28.5,28.91943741
2004/09/16,2004,9,16,4,146,12.24375,57.875,42.900002,34.57302475
2004/09/17,2004,9,17,5,135,15.68125,76.449997,39.900002,53.05288696
2004/09/18,2004,9,18,6,142,17.293751,79.349998,31.299999,43.33401489
2004/09/19,2004,9,19,0,125,12.8625,67.599998,29.799999,40.44774628
2004/09/20,2004,9,20,1,129,16.125,68.224998,35.900002,53.58985901
2004/09/21,2004,9,21,2,122,13.1875,56.825001,34.099998,52.24058914
2004/09/22,2004,9,22,3,156,14.8875,76.599998,32.299999,33.9634285
2004/09/23,2004,9,23,4,150,17.025,65.599998,15.6,29.12383842
2004/09/24,2004,9,24,5,112,11.3875,54.75,15.7,21.06675339
2004/09/25,2004,9,25,6,120,9.9624996,83.375,35.099998,7.94397068
2004/09/26,2004,9,26,0,139,14.712501,78.275002,27.700001,14.40261078
2004/09/27,2004,9,27,1,128,16.475,80.625,33.299999,8.73489666
2004/09/28,2004,9,28,2,142,16.112499,71.224998,39.200001,17.07296753
2004/09/29,2004,9,29,3,146,14.54375,80.675003,34.400002,11.42461014
2004/09/30,2004,9,30,4,135,16.262501,82.050003,49.599998,9.431416512
2004/10/01,2004,10,1,5,135,12.91875,75.75,48.599998,17.67050743
2004/10/02,2004,10,2,6,125,13.2625,70.550003,37.799999,39.54598999
2004/10/03,2004,10,3,0,123,12.625,84.525002,32.599998,37.36349487
2004/10/04,2004,10,4,1,143,14.093586,67.650002,41.099998,36.36982727
2004/10/05,2004,10,5,2,146,12.03125,65.375,44.700001,31.17888641
2004/10/06,2004,10,6,3,143,11.91875,65.525002,37.200001,32.61412048
2004/10/07,2004,10,7,4,120,11.0625,62,36.400002,18.73168755
2004/10/08,2004,10,8,5,143,10.975,66.574997,24.200001,17.57427025
2004/10/09,2004,10,9,6,138,10.91875,60.349998,16.5,45.6083374
2004/10/10,2004,10,10,0,131,12.18125,60.5,22.4,44.81450272
2004/10/11,2004,10,11,1,184,11.05,67.599998,41,17.38080406
2004/10/12,2004,10,12,2,162,12.00625,88.574997,39.200001,6.454545498
2004/10/13,2004,10,13,3,141,12.45,88.5,46.5,16.43002701
2004/10/14,2004,10,14,4,132,11.1125,78.550003,35.400002,18.45593262
2004/10/15,2004,10,15,5,154,8.9750004,87.300003,35.200001,7
2004/10/16,2004,10,16,6,141,9.1750002,86.099998,32.200001,9.818181992
2004/10/17,2004,10,17,0,133,9.1687498,81.175003,23.799999,13.090909
2004/10/18,2004,10,18,1,137,10.5,69.724998,41.799999,11.40956116
2004/10/19,2004,10,19,2,140,9.2687502,82.050003,48.799999,10.31226254
2004/10/20,2004,10,20,3,152,13.78125,87.274994,38.299999,19.4721508
2004/10/21,2004,10,21,4,121,11.900001,62.349998,37.299999,53.61818695
2004/10/22,2004,10,22,5,140,13.36875,71.125,42,52.14047241
2004/10/23,2004,10,23,6,135,14.925,88.300003,30.799999,51.95423508
2004/10/24,2004,10,24,0,157,15.13125,78.400002,32.400002,57.79710388
2004/10/25,2004,10,25,1,126,12.1,65.925003,40.599998,46.6057663
2004/10/26,2004,10,26,2,143,10.1125,68.724998,49.200001,15.49808407
2004/10/27,2004,10,27,3,152,9.4750004,79.099998,27.700001,15.22290134
2004/10/28,2004,10,28,4,157,12.96875,71.849998,39.5,37.16521072
2004/10/29,2004,10,29,5,137,12.80625,75.074997,39.299999,32.25112915
2004/10/30,2004,10,30,6,143,13.21875,77.225006,41.599998,9.181818008
2004/10/31,2004,10,31,0,157,11.3875,80.224998,22.700001,18.09090996
2004/11/01,2004,11,1,1,143,10.0125,79.349998,23.4,18.36363602
2004/11/02,2004,11,2,2,135,10.7,88.474998,35.099998,8.818181992
2004/11/03,2004,11,3,3,156,12.0625,78.275002,49.599998,10.18181801
2004/11/04,2004,11,4,4,133,10.6875,74.025002,33.900002,14.81818199
2004/11/05,2004,11,5,5,151,7.8499999,71.724998,56.599998,8.701805115
2004/11/06,2004,11,6,6,152,9.5375004,86.925003,50.900002,7.42414856
2004/11/07,2004,11,7,0,151,10.96875,88.599998,34.799999,14.65459538
2004/11/08,2004,11,8,1,170,10.7,91.574997,18.4,19.58737373
2004/11/09,2004,11,9,2,154,9.03125,84.699997,42.599998,14.55645561
2004/11/10,2004,11,10,3,105,7.59375,75.949997,13,21.81818199
2004/11/11,2004,11,11,4,116,7.5562496,70.025002,25.6,15.090909
2004/11/12,2004,11,12,5,146,10.29375,88.575005,34.400002,17.72727203
2004/11/13,2004,11,13,6,166,4.96875,55.174999,13.8,23
2004/11/14,2004,11,14,0,129,4.59375,69.474998,33.299999,9.363636017
2004/11/15,2004,11,15,1,128,5.9000001,73.349998,42.400002,9.363636017
2004/11/16,2004,11,16,2,144,10.125,80.525002,47.400002,10.090909
2004/11/17,2004,11,17,3,157,11.962501,77.300003,41.700001,35.90909195
2004/11/18,2004,11,18,4,151,8.5500002,90.949997,38.200001,30.90909004
2004/11/19,2004,11,19,5,140,3.0749998,71.099998,24.1,13.47761726
2004/11/20,2004,11,20,6,160,1.9937501,86.800003,39.400002,4.287449837
2004/11/21,2004,11,21,0,153,6.7937498,93.799995,36.5,10.9330225
2004/11/22,2004,11,22,1,173,10.68125,72.650002,36.799999,33.30266571
2004/11/23,2004,11,23,2,151,10.94375,82,36.200001,9.92728138
2004/11/24,2004,11,24,3,134,10.2625,85.650002,47.5,3.280346632
2004/11/25,2004,11,25,4,160,9.53125,80.025002,58.599998,5.80047369
2004/11/26,2004,11,26,5,160,9.6499996,87.050003,44.299999,16.16845131
2004/11/27,2004,11,27,6,148,8.1062498,74.324997,42.200001,8.925070763
2004/11/28,2004,11,28,0,149,7.0562501,89.099998,14.9,29.70439339
2004/11/29,2004,11,29,1,139,6.2937498,78.5,25.6,19.8369236
2004/11/30,2004,11,30,2,142,5.7437496,74.974998,57,4.818181992
2004/12/01,2004,12,1,3,150,3.8187499,74.724998,35.5,3.727272749
2004/12/02,2004,12,2,4,174,4.03125,86.800003,47.700001,2.090909004
2004/12/03,2004,12,3,5,128,3.825,92.400002,65.099998,2.181818247
2004/12/04,2004,12,4,6,164,6.3499999,88.525002,59.700001,1.909090877
2004/12/05,2004,12,5,0,118,8.4187498,87.25,35.799999,8.272727013
2004/12/06,2004,12,6,1,162,9.3937502,72.324997,50.5,10.45454502
2004/12/07,2004,12,7,2,167,6.3062501,87.199997,61.200001,2.727272749
2004/12/08,2004,12,8,3,142,8.0187502,85.625,56.099998,1.818181872
2004/12/09,2004,12,9,4,146,5.46875,84.849998,58.200001,2.636363745
2004/12/10,2004,12,10,5,167,4.7687502,78.525002,65.300003,3.090909004
2004/12/11,2004,12,11,6,160,4.125,85.224998,79.199997,2.363636255
2004/12/12,2004,12,12,0,156,4.7687502,86.524994,64.400002,2.363636255
2004/12/13,2004,12,13,1,162,3.0374999,88.5,75.900002,1.818181872
2004/12/14,2004,12,14,2,175,6,85.925003,62.700001,12.18181801
2004/12/15,2004,12,15,3,166,9.9750004,83.200005,62.5,16.90909004
2004/12/16,2004,12,16,4,184,9.4624996,80.900002,48.700001,27.72727203
2004/12/17,2004,12,17,5,151,6.2687502,84.949997,27,33.27272797
2004/12/18,2004,12,18,6,180,4.6062498,75.800003,35.299999,19.81818199
2004/12/19,2004,12,19,0,150,4.0187502,53.525002,17.9,37
2004/12/20,2004,12,20,1,163,2.0250001,68.900002,51.099998,14.45454502
2004/12/21,2004,12,21,2,177,3.23125,91.449997,37,4.454545498
2004/12/22,2004,12,22,3,193,6.46875,87.775002,34.5,19.90909004
2004/12/23,2004,12,23,4,172,10.6625,72.574997,38.200001,45.90909195
2004/12/24,2004,12,24,5,175,8.5625,80.175003,28.6,50.81818008
2004/12/25,2004,12,25,6,173,3.1125,76.824997,18.4,33.72727203
2004/12/26,2004,12,26,0,156,0.27500001,81.25,17.9,9.818181992
2004/12/27,2004,12,27,1,162,1.8937501,82.350006,39.099998,12.36363602
2004/12/28,2004,12,28,2,165,3.75,69.775002,18.299999,42.81818008
2004/12/29,2004,12,29,3,172,5.7937498,79.175003,26,16.54545403
2004/12/30,2004,12,30,4,176,9.1750002,72.425003,35,25
2004/12/31,2004,12,31,5,177,9.6875,81.775002,23.299999,34.63636398
2005/01/01,2005,1,1,6,200,8.3874998,82.175003,24.200001,46.54545593
2005/01/02,2005,1,2,0,158,5.8562498,62.400002,24.1,45.63636398
2005/01/03,2005,1,3,1,191,7.1500001,80.275002,26.5,41.27272797
2005/01/04,2005,1,4,2,181,8.6374998,76.050003,27.299999,47.81818008
2005/01/05,2005,1,5,3,194,5.2750001,79.75,35.900002,27.09090996
2005/01/06,2005,1,6,4,174,8.0374994,82.900002,42,34.36363602
2005/01/07,2005,1,7,5,193,11.05625,71.074997,32.599998,58.54545593
2005/01/08,2005,1,8,6,174,8.7624998,56.799999,30.200001,55.27272797
2005/01/09,2005,1,9,0,196,9.2312498,79.224998,27.1,45.54545593
2005/01/10,2005,1,10,1,161,10.23125,87.224998,34.200001,35.45454407
2005/01/11,2005,1,11,2,177,9.7062502,89.175003,36.700001,42.54545593
2005/01/12,2005,1,12,3,174,7.8499999,63.974998,41.700001,41.35065079
2005/01/13,2005,1,13,4,163,5.7437501,71.5,53.200001,15.98804092
2005/01/14,2005,1,14,5,195,4.8874998,70.925003,50.299999,12.62581062
2005/01/15,2005,1,15,6,167,6.96875,79.775002,41.299999,10.33738899
2005/01/16,2005,1,16,0,159,7.6687498,82.050003,45.299999,17.28153419
2005/01/17,2005,1,17,1,163,7.4875002,82.275002,33,46.4833374
2005/01/18,2005,1,18,2,169,4.8624997,74.300003,24.700001,43.24714279
2005/01/19,2005,1,19,3,161,6.8874998,72.550003,32.299999,27.85346031
2005/01/20,2005,1,20,4,159,10.05625,76.449997,33,39.16542053
2005/01/21,2005,1,21,5,165,7.6437497,59.674999,24,39.46059799
2005/01/22,2005,1,22,6,143,2.9937501,72.5,30.9,13.03551006
2005/01/23,2005,1,23,0,146,3.2750001,64.974998,15.9,31.83658409
2005/01/24,2005,1,24,1,171,3.175,76.800003,17.6,35.40655518
2005/01/25,2005,1,25,2,170,3.5687499,72.599998,18.700001,29.3609314
2005/01/26,2005,1,26,3,187,2.325,59.224998,23.200001,18.57650757
2005/01/27,2005,1,27,4,162,4.1812501,84.300003,21.4,37.36363602
2005/01/28,2005,1,28,5,169,6.0999999,83.150002,12.4,42.63636398
2005/01/29,2005,1,29,6,162,5.6125002,84.675003,12.8,33.18181992
2005/01/30,2005,1,30,0,154,6.8499999,77.574997,21.4,27.81818199
2005/01/31,2005,1,31,1,174,6.0374999,81.074997,25.700001,21.94611359
2005/02/01,2005,2,1,2,166,7.84375,84.050003,18.700001,26.78460884
2005/02/02,2005,2,2,3,152,7.2062502,70.574997,21.6,25.07373619
2005/02/03,2005,2,3,4,181,6.7312498,87.050003,48.299999,3.272727251
2005/02/04,2005,2,4,5,175,8.1000004,78.074997,58.599998,4.909090996
2005/02/05,2005,2,5,6,167,6.28125,76.224998,51.200001,18.54545403
2005/02/06,2005,2,6,0,162,7.0562501,79.824997,42.599998,17.54545403
2005/02/07,2005,2,7,1,152,5.0374999,80.574997,75.199997,7.909090996
2005/02/08,2005,2,8,2,171,5.6624999,83.925003,91,5.363636494
2005/02/09,2005,2,9,3,151,7,78.324997,56,30.45454597
2005/02/10,2005,2,10,4,152,9.625,85.025002,36.5,45.72727203
2005/02/11,2005,2,11,5,185,8.6062498,94.050003,42.700001,20.45454597
2005/02/12,2005,2,12,6,170,9.875,69.400002,14.4,59.09090805
2005/02/13,2005,2,13,0,160,4.8375001,63.125,9.8000002,61.27272797
2005/02/14,2005,2,14,1,179,4.3375001,53.299999,12,45.27272797
2005/02/15,2005,2,15,2,154,4.0500002,63.744934,18.4,40.81818008
2005/02/16,2005,2,16,3,156,3.1812501,62.875,23.299999,26.72727203
2005/02/17,2005,2,17,4,172,2.7625,80.375,63.799999,3.553616047
2005/02/18,2005,2,18,5,170,6.2687502,83.824997,40.700001,19.75059891
2005/02/19,2005,2,19,6,184,4.21875,52.800003,17.299999,44.18181992
2005/02/20,2005,2,20,0,166,1.78125,73.675003,11.2,45
2005/02/21,2005,2,21,1,170,3.33125,72.800003,17.200001,34.76299286
2005/02/22,2005,2,22,2,170,1.94375,71.550003,24.5,38.90717697
2005/02/23,2005,2,23,3,167,1.175,81.175003,19,38.1800499
2005/02/24,2005,2,24,4,164,1.5,90,18.200001,30.82805061
2005/02/25,2005,2,25,5,176,1.1125,80.300003,47.099998,23.37251282
2005/02/26,2005,2,26,6,175,2.35625,87.650002,20.6,34.75992966
2005/02/27,2005,2,27,0,145,1.15,76.599998,19.9,54.85894394
2005/02/28,2005,2,28,1,193,-0.60000002,69.349998,54.099998,23.6507206
2005/03/01,2005,3,1,2,182,2.6500001,87.150002,43.099998,28.80628967
2005/03/02,2005,3,2,3,172,2.1125,84.300003,22.799999,23.36363602
2005/03/03,2005,3,3,4,173,1.31875,65.5,21.1,48.36363602
2005/03/04,2005,3,4,5,195,1.34375,84.739288,42.599998,19.72727203
2005/03/05,2005,3,5,6,194,3.04375,63.450001,21.299999,42.09090805
2005/03/06,2005,3,6,0,164,1.2625,66.425003,29,60.55490494
2005/03/07,2005,3,7,1,178,3.0875001,75.099998,36,14.18301773
2005/03/08,2005,3,8,2,189,5.6374998,68.699997,28,20.09090996
2005/03/09,2005,3,9,3,182,6.1812501,69.050003,28.9,21.09090996
2005/03/10,2005,3,10,4,160,6.5250001,73.849998,61.200001,7.454545498
2005/03/11,2005,3,11,5,181,6.6750002,60.625,37.200001,39.90909195
2005/03/12,2005,3,12,6,147,5.3187499,53.900002,22.4,47.81818008
2005/03/13,2005,3,13,0,152,3.0687499,62.400002,28.6,27.36363602
2005/03/14,2005,3,14,1,183,5.2249999,61.825001,55.799999,29.27722168
2005/03/15,2005,3,15,2,174,8.1999998,78.724998,58.5,47.68582153
2005/03/16,2005,3,16,3,166,13.95625,67.400002,37.099998,60.51971436
2005/03/17,2005,3,17,4,187,14.75,66.650002,48.5,49.41492844
2005/03/18,2005,3,18,5,163,14.15,62.924999,48.5,32.54545593
2005/03/19,2005,3,19,6,174,13.656979,67.244743,59.700001,13.36363602
2005/03/20,2005,3,20,0,143,11.1375,82.899994,63.099998,9.363636017
2005/03/21,2005,3,21,1,177,10.8,67.824997,68.400002,14
2005/03/22,2005,3,22,2,162,12.55625,81.175003,64.599998,41.27272797
2005/03/23,2005,3,23,3,146,12.65625,66.875,53.099998,42.81818008
2005/03/24,2005,3,24,4,170,12.9625,74.224998,65,30.45454597
2005/03/25,2005,3,25,5,160,12.05,67.400002,38.400002,39.45454407
2005/03/26,2005,3,26,6,201,10.618751,65.224998,42.099998,31
2005/03/27,2005,3,27,0,146,8.8687496,82.650002,33.099998,42.36363602
2005/03/28,2005,3,28,1,164,10.01875,68.349998,56.900002,47.27272797
2005/03/29,2005,3,29,2,161,7.9937501,92.275002,67.400002,24
2005/03/30,2005,3,30,3,141,8.9937496,93.175003,59.900002,3.181818247
2005/03/31,2005,3,31,4,152,9.4750004,89.474998,53.799999,3.636363745
2005/04/01,2005,4,1,5,140,12.04375,68.824997,73.599998,22.72727203
2005/04/02,2005,4,2,6,131,13.13125,41.974998,84.099998,27.72727203
2005/04/03,2005,4,3,0,165,13.15625,55.224998,55.5,54.09090805
2005/04/04,2005,4,4,1,143,10.6,80.224998,42.599998,41.72727203
2005/04/05,2005,4,5,2,141,8.2250004,57.775002,42,53.72727203
2005/04/06,2005,4,6,3,164,10.475,74.775002,37.5,64.72727203
2005/04/07,2005,4,7,4,154,9.6437502,67.099998,33.099998,56.36363602
2005/04/08,2005,4,8,5,126,5.3812499,67.150002,14.7,43.63636398
2005/04/09,2005,4,9,6,138,4.6937499,51.599998,17.6,53.72727203
2005/04/10,2005,4,10,0,153,10.85625,56.849998,21.6,46.63636398
2005/04/11,2005,4,11,1,189,11.1875,54.525002,37.700001,28.09090996
2005/04/12,2005,4,12,2,156,9.8687496,71.800003,44.400002,26.63636398
2005/04/13,2005,4,13,3,150,9.7624998,76.25,45.700001,44.54545593
2005/04/14,2005,4,14,4,126,9.1937504,74.824997,40.400002,46.72727203
2005/04/15,2005,4,15,5,134,6.6500001,85.225006,37.599998,11.45454502
2005/04/16,2005,4,16,6,161,6.25,69.599998,27.200001,25.63636398
2005/04/17,2005,4,17,0,144,8.2375002,48.025002,29.200001,47.36363602
2005/04/18,2005,4,18,1,152,11.33125,57.474998,36.799999,48.72727203
2005/04/19,2005,4,19,2,134,9.0249996,64.25,34.400002,27.51139259
2005/04/20,2005,4,20,3,134,7.9625001,67.224998,25.299999,30.26698303
2005/04/21,2005,4,21,4,139,10.48125,50.549999,45.799999,39.90909195
2005/04/22,2005,4,22,5,138,10.94375,42.924999,67.300003,35.45454407
2005/04/23,2005,4,23,6,150,11.2375,66.75,65.5,24.45454597
2005/04/24,2005,4,24,0,140,10.75625,64.25,54.700001,53.09090805
2005/04/25,2005,4,25,1,149,10.5375,87.699997,55.299999,23.81818199
2005/04/26,2005,4,26,2,145,11.2625,70.25,51.400002,49.09274292
2005/04/27,2005,4,27,3,164,10.71875,70.125,41.799999,48.09688568
2005/04/28,2005,4,28,4,141,11.65625,69.275002,41.799999,43.90909195
2005/04/29,2005,4,29,5,152,14.3875,62.075001,43.5,48.72727203
2005/04/30,2005,4,30,6,167,17.112499,75.275002,38,31.81818199
2005/05/01,2005,5,1,0,163,18.8125,57.025002,47.299999,49.81818008
2005/05/02,2005,5,2,1,137,17.025,66.050003,35.200001,58.54545593
2005/05/03,2005,5,3,2,145,14.45,63.375,44.400002,56.56151199
2005/05/04,2005,5,4,3,142,10.8,80.574997,23.9,48.91323853
2005/05/05,2005,5,5,4,148,10.6125,63.825001,36.299999,39.89445877
2005/05/06,2005,5,6,5,147,13.375,45.125,28.299999,60.72727203
2005/05/07,2005,5,7,6,136,11.95625,49.525002,19.4,64.72727203
2005/05/08,2005,5,8,0,133,9.8874998,44.349998,15.2,62.36363602
2005/05/09,2005,5,9,1,134,8.4499998,55.849998,18.1,46.45454407
2005/05/10,2005,5,10,2,135,7.8624997,61.825001,20.799999,41.72727203
2005/05/11,2005,5,11,3,144,7.4375,51.849998,26.9,48.63636398
2005/05/12,2005,5,12,4,166,8.8374996,49.244926,34.799999,63.54545593
2005/05/13,2005,5,13,5,120,11.3375,53.625,28.200001,73.45454407
2005/05/14,2005,5,14,6,143,10.4125,55.075001,23.1,69.27272797
2005/05/15,2005,5,15,0,155,10.54375,45.950001,29.1,63.27272797
2005/05/16,2005,5,16,1,155,11.39375,68.349998,25.299999,41.45454407
2005/05/17,2005,5,17,2,123,8.3125,44.625,22.200001,53.54545593
2005/05/18,2005,5,18,3,123,10,47.025002,46.700001,60.54545593
2005/05/19,2005,5,19,4,139,11.9125,84.650002,56.5,40.72727203
2005/05/20,2005,5,20,5,121,15.1875,73.775002,52.799999,53
2005/05/21,2005,5,21,6,153,12.29375,72.875,34.799999,55.72727203
2005/05/22,2005,5,22,0,129,12.86875,59.449997,26.4,75.91890717
2005/05/23,2005,5,23,1,128,12.075,49,38.700001,64.60569
2005/05/24,2005,5,24,2,169,13.725,82.025002,40.599998,61.7615242
2005/05/25,2005,5,25,3,145,16.168751,70.300003,41.700001,44.72727203
2005/05/26,2005,5,26,4,152,19.35,56.574997,47.099998,45.05221558
2005/05/27,2005,5,27,5,156,21.643749,45.025002,49.099998,78.28369904
2005/05/28,2005,5,28,6,146,17.643749,56.299999,39,64.41944885
2005/05/29,2005,5,29,0,146,13.075,56.799999,28.5,45.67033768
2005/05/30,2005,5,30,1,104,14.3875,50.525002,28.200001,44.41033936
2005/05/31,2005,5,31,2,139,13.91875,50.700001,34.700001,42.88194275
2005/06/01,2005,6,1,3,135,13.2,72.650002,48,24.51893997
2005/06/02,2005,6,2,4,127,15.81875,78.449997,40.099998,29.15049934
2005/06/03,2005,6,3,5,131,16.799999,64.150002,36.900002,41.68174362
2005/06/04,2005,6,4,6,130,15.13125,56,27.299999,53.58139801
2005/06/05,2005,6,5,0,115,15.16875,61.524998,27.200001,51.3045578
2005/06/06,2005,6,6,1,126,13.64375,69.724998,18.6,42.02512741
2005/06/07,2005,6,7,2,103,11.41875,46.75,26.9,42.23692703
2005/06/08,2005,6,8,3,147,13.71875,39.150002,37.299999,29.86394691
2005/06/09,2005,6,9,4,132,15.025,38.825001,45,46.9340477
2005/06/10,2005,6,10,5,158,15.75625,65.800003,34.599998,39.1930275
2005/06/11,2005,6,11,6,128,11.30625,53.549999,26.799999,41.94833374
2005/06/12,2005,6,12,0,128,14.8,61.150002,28.299999,49.05711365
2005/06/13,2005,6,13,1,145,12.58125,44.825001,29.700001,46.83164978
2005/06/14,2005,6,14,2,111,13.975,50.924999,43.799999,51.26364136
2005/06/15,2005,6,15,3,124,15.7625,69.150002,43.400002,52.54545593
2005/06/16,2005,6,16,4,113,16.65,80.724998,46.799999,35
2005/06/17,2005,6,17,5,156,20.80625,70.474998,37.099998,17.8298111
2005/06/18,2005,6,18,6,132,22.50625,55.700001,36.900002,40.65406036
2005/06/19,2005,6,19,0,147,24.525,42.325001,39.099998,67.92589569
2005/06/20,2005,6,20,1,161,22.75625,61.174999,37.700001,48.94255447
2005/06/21,2005,6,21,2,142,20.09375,38.875,26.799999,49.50196075
2005/06/22,2005,6,22,3,133,21.25625,47.650002,44.099998,57.10494995
2005/06/23,2005,6,23,4,137,23.0375,35.5,50.5,75.9146347
2005/06/24,2005,6,24,5,197,22.00625,54.224998,40.599998,48.5375824
2005/06/25,2005,6,25,6,134,17.325001,80.875,33.5,59.31081009
2005/06/26,2005,6,26,0,107,16.44375,63.375,22.1,60.4921875
2005/06/27,2005,6,27,1,116,18.2875,55.599998,33.900002,52.63840103
2005/06/28,2005,6,28,2,119,19.356251,46.799999,36.900002,59.39622498
2005/06/29,2005,6,29,3,118,19.7125,66.974998,55.599998,51.72727203
2005/06/30,2005,6,30,4,129,16.9,83.375,49.799999,40.18181992
2005/07/01,2005,7,1,5,138,16.924999,64.349998,46.200001,31.52112007
2005/07/02,2005,7,2,6,145,18.75,73.349998,40.299999,32.63636398
2005/07/03,2005,7,3,0,127,16.49375,74.974998,39.599998,42.63636398
2005/07/04,2005,7,4,1,135,14.94375,56.224998,28.6,30.90909004
2005/07/05,2005,7,5,2,134,13.525,71.650002,42.700001,29.97310829
2005/07/06,2005,7,6,3,128,16.1875,59.075001,25,32.84714508
2005/07/07,2005,7,7,4,128,15.568749,74.050003,22.299999,42.3862915
2005/07/08,2005,7,8,5,125,16.125,64.25,24.6,46.09090805
2005/07/09,2005,7,9,6,125,17.862499,74.025002,21.299999,72.45454407
2005/07/10,2005,7,10,0,140,21.11875,53.424999,26,69.72727203
2005/07/11,2005,7,11,1,135,22.074999,55.150002,22.1,37.36363602
2005/07/12,2005,7,12,2,132,20.200001,51.849998,28.6,41.27272797
2005/07/13,2005,7,13,3,153,21.7875,51.150002,50.5,50
2005/07/14,2005,7,14,4,142,23.56875,46.575001,56.799999,72.27272797
2005/07/15,2005,7,15,5,155,21.65625,57.575001,38.099998,64.54545593
2005/07/16,2005,7,16,6,136,18.775,45.275002,30.9,55.90909195
2005/07/17,2005,7,17,0,133,21.28125,40.200001,60.299999,75.72727203
2005/07/18,2005,7,18,1,138,20.112501,50.349998,49.200001,51.75110245
2005/07/19,2005,7,19,2,128,17.768749,41.900002,34.599998,46.31607056
2005/07/20,2005,7,20,3,111,19.3375,42.450001,19.4,45.81793594
2005/07/21,2005,7,21,4,113,17.375,55.424999,26.1,37.09090805
2005/07/22,2005,7,22,5,133,16.85,69.375,30.1,23.18181801
2005/07/23,2005,7,23,6,114,18.987499,64.449997,47.799999,26.90909004
2005/07/24,2005,7,24,0,119,18.043749,85.25,35.299999,29.78438759
2005/07/25,2005,7,25,1,114,16.34375,85.375,20.1,30.28740311
2005/07/26,2005,7,26,2,136,16.50625,57.325001,26.9,33.94139481
2005/07/27,2005,7,27,3,115,14.724999,94.600006,24.9,25.80361176
2005/07/28,2005,7,28,4,143,19.3375,80.599998,47.099998,30.63636398
2005/07/29,2005,7,29,5,135,18.40625,55.5,42.400002,50.46374512
2005/07/30,2005,7,30,6,120,16.875,69.349998,35,34.9737854
2005/07/31,2005,7,31,0,138,16.799999,70.550003,16.200001,30.72591972
2005/08/01,2005,8,1,1,132,17.56875,75.349998,35,22.96206856
2005/08/02,2005,8,2,2,119,18.00625,60.150002,53.200001,41.34662628
2005/08/03,2005,8,3,3,130,18.893749,49.99469,31.521053,33.09590149
2005/08/04,2005,8,4,4,131,17.375,51.902077,33.094738,26.92555618
2005/08/05,2005,8,5,5,123,17.378273,74.318512,34.952633,30.80746269
2005/08/06,2005,8,6,6,130,15.525,58.224998,34.238888,31.21160316
2005/08/07,2005,8,7,0,115,15.53125,50.200001,34.176472,41.06955719
2005/08/08,2005,8,8,1,134,15.9625,51.099998,35.056252,30.224123
2005/08/09,2005,8,9,2,125,18.13125,42.125,35.599998,28.11707687
2005/08/10,2005,8,10,3,144,19.15,59.25,35.893333,25.70123672
2005/08/11,2005,8,11,4,127,19.65625,53.375,32.299999,32.82494354
2005/08/12,2005,8,12,5,150,17.731251,59.099998,20.299999,25.90909004
2005/08/13,2005,8,13,6,142,16.112499,72.75,32,24.90909004
2005/08/14,2005,8,14,0,139,16.18125,70.724998,13.3,38
2005/08/15,2005,8,15,1,137,16.924999,59.325001,22.6,27.72727203
2005/08/16,2005,8,16,2,117,18.53125,51.799999,38.299999,34
2005/08/17,2005,8,17,3,133,19.424999,52.150002,56,39.45454407
2005/08/18,2005,8,18,4,147,21.1625,52.450001,65.400002,47.63636398
2005/08/19,2005,8,19,5,131,17.38125,91.425003,37.711113,23.36363602
2005/08/20,2005,8,20,6,121,16.643749,64.025002,37.168423,29.36363602
2005/08/21,2005,8,21,0,123,19.293751,56.599998,38.035,35.18181992
2005/08/22,2005,8,22,1,111,15.993751,94.025002,39.728573,11.54545498
2005/08/23,2005,8,23,2,106,16.40625,56.799999,29.299999,28.54545403
2005/08/24,2005,8,24,3,119,15.05625,79.525002,38,30.27401161
2005/08/25,2005,8,25,4,113,14.89375,61.075001,37,34.82352829
2005/08/26,2005,8,26,5,120,14.668751,51.974998,36.799999,32.54545593
2005/08/27,2005,8,27,6,136,16.387501,64.050003,36.799999,28
2005/08/28,2005,8,28,0,122,17.668751,57.299999,31.200001,42.27272797
2005/08/29,2005,8,29,1,131,18.6,61.275002,26,36.54545593
2005/08/30,2005,8,30,2,135,20.799999,57.325001,49.900002,35.90909195
2005/08/31,2005,8,31,3,152,22.7875,51.849998,71.800003,63.90909195
2005/09/01,2005,9,1,4,130,20.444916,58.275002,41.799999,54.54545593
2005/09/02,2005,9,2,5,117,18.25816,52.224998,27.4,39.18181992
2005/09/03,2005,9,3,6,109,19.644527,66.474998,54.5,56
2005/09/04,2005,9,4,0,140,22.459049,59.525002,73.599998,58.18181992
2005/09/05,2005,9,5,1,149,20.066242,76.025002,58.200001,24.54545403
2005/09/06,2005,9,6,2,118,18.680145,73.625,51.700001,10.909091
