date,year,month,day,all,cv,res,all_f,all_m,all_0_14,all_15_64,all_65,tmean,tmax,tmin,rh,hol,infl,hw,pm10,no2,o3,dust
2001-01-01,2001,1,1,16,8,0,9,7,0,1,15,13.9,19.8,10.2,56.6,1,54.9,0,25.0,57.5,45.7,
2001-01-02,2001,1,2,16,5,1,7,9,0,4,12,15.2,16.6,13.7,51.4,0,54.9,0,32.4,58.2,46.9,
2001-01-03,2001,1,3,19,4,2,12,7,0,4,15,12.2,15.7,8.4,55.0,0,54.9,0,29.1,63.9,48.0,
2001-01-04,2001,1,4,15,3,4,5,10,0,5,10,16.1,19.9,12.6,51.3,0,54.9,0,37.8,56.8,46.2,
2001-01-05,2001,1,5,26,11,3,15,11,0,1,25,17.0,20.8,13.9,60.0,0,54.9,0,38.2,73.1,50.7,
2001-01-06,2001,1,6,21,10,3,11,10,0,5,16,16.4,18.1,14.2,55.2,0,99.9,0,22.6,50.4,42.6,
2001-01-07,2001,1,7,15,3,2,6,9,0,2,13,10.7,15.5,6.6,55.1,0,99.9,0,16.6,59.4,42.8,
2001-01-08,2001,1,8,26,7,2,16,10,0,3,23,8.8,15.1,3.8,52.8,0,99.9,0,29.8,72.0,38.8,
2001-01-09,2001,1,9,22,7,2,14,8,0,3,19,7.5,11.2,1.5,60.7,0,99.9,0,52.0,93.9,37.9,
2001-01-10,2001,1,10,22,9,4,12,10,1,1,20,14.1,19.0,10.6,61.6,0,99.9,0,40.0,80.9,32.5,
2001-01-11,2001,1,11,20,10,4,11,9,0,2,18,12.2,16.5,8.6,77.7,0,99.9,0,49.4,82.3,32.7,
2001-01-12,2001,1,12,13,4,2,7,6,0,4,9,9.8,12.6,6.0,85.7,0,99.9,0,48.4,79.7,21.1,
2001-01-13,2001,1,13,17,7,3,8,9,0,3,14,12.0,17.3,9.0,76.3,0,97.7,0,28.0,71.8,22.7,
2001-01-14,2001,1,14,26,14,1,17,9,0,2,24,11.4,16.6,8.2,74.8,0,97.7,0,28.0,61.0,19.5,
2001-01-15,2001,1,15,19,8,2,11,8,0,1,18,10.2,12.9,8.3,79.7,0,97.7,0,37.2,83.9,16.8,
2001-01-16,2001,1,16,22,9,2,8,14,1,4,17,10.4,15.3,6.2,71.4,0,97.7,0,31.5,71.3,13.5,
2001-01-17,2001,1,17,19,6,1,10,9,0,4,15,10.9,14.8,6.8,58.5,0,97.7,0,28.2,72.2,17.4,
2001-01-18,2001,1,18,25,6,3,9,16,0,7,18,9.6,12.5,7.5,69.4,0,97.7,0,34.9,84.3,18.9,
2001-01-19,2001,1,19,15,7,1,7,8,0,0,15,11.4,17.8,6.4,59.5,0,97.7,0,28.2,80.9,22.1,
2001-01-20,2001,1,20,25,8,2,8,17,1,3,21,11.7,17.6,6.1,57.9,0,122.4,0,26.8,71.2,28.2,
2001-01-21,2001,1,21,13,4,4,6,7,0,3,10,10.1,16.9,4.1,68.0,0,122.4,0,26.6,73.4,26.9,
2001-01-22,2001,1,22,17,4,2,11,6,0,2,15,11.2,18.5,4.9,61.1,0,122.4,0,42.5,67.5,27.1,
2001-01-23,2001,1,23,19,7,3,14,5,0,5,14,16.2,19.6,13.2,58.6,0,122.4,0,28.7,58.5,27.7,
2001-01-24,2001,1,24,21,11,1,15,6,0,3,18,18.5,21.8,15.8,58.3,0,122.4,0,29.5,52.7,31.5,
2001-01-25,2001,1,25,18,6,4,6,12,0,5,13,14.1,15.1,12.4,55.4,0,122.4,0,28.4,60.6,31.9,
2001-01-26,2001,1,26,18,12,0,9,9,0,2,16,10.9,13.3,7.4,56.1,0,122.4,0,32.4,59.1,35.5,
2001-01-27,2001,1,27,16,4,0,7,9,1,5,10,14.9,19.6,10.7,61.1,0,94.1,0,29.2,67.6,42.6,
2001-01-28,2001,1,28,17,8,4,8,9,0,3,14,12.1,15.2,9.5,58.4,0,94.1,0,20.6,39.4,42.0,
2001-01-29,2001,1,29,14,7,2,9,5,0,5,9,12.5,16.0,10.5,45.0,0,94.1,0,34.7,46.3,43.5,
2001-01-30,2001,1,30,15,6,0,9,6,0,0,15,11.6,16.5,7.3,39.8,0,94.1,0,21.4,57.1,55.8,
2001-01-31,2001,1,31,9,5,2,4,5,0,3,6,14.7,18.5,11.0,47.3,0,94.1,0,24.3,66.3,55.1,
2001-02-01,2001,2,1,16,9,1,8,8,1,1,14,14.6,16.4,12.6,42.7,0,94.1,0,35.8,71.3,60.2,
2001-02-02,2001,2,2,20,6,2,9,11,0,6,14,10.7,16.3,5.2,55.8,0,94.1,0,33.2,96.2,53.2,
2001-02-03,2001,2,3,10,7,1,4,6,0,1,9,10.7,18.1,4.0,64.1,0,99.7,0,37.1,87.9,51.2,
2001-02-04,2001,2,4,12,3,3,5,7,0,1,11,11.9,17.5,7.2,59.9,0,99.7,0,36.3,58.5,48.2,
2001-02-05,2001,2,5,20,4,4,9,11,0,4,16,15.8,19.7,11.6,50.2,0,99.7,0,30.8,64.1,45.2,
2001-02-06,2001,2,6,17,3,6,8,9,0,2,15,15.3,18.3,13.2,58.0,0,99.7,0,34.1,83.3,41.7,
2001-02-07,2001,2,7,17,6,3,10,7,0,1,16,12.1,15.6,8.0,69.2,0,99.7,0,52.3,94.3,35.8,
2001-02-08,2001,2,8,17,10,3,7,10,0,4,13,13.4,16.6,11.3,49.1,0,99.7,0,33.2,60.4,36.9,
2001-02-09,2001,2,9,13,3,3,6,7,0,1,12,12.7,18.0,7.8,46.8,0,99.7,0,30.3,74.0,33.8,
2001-02-10,2001,2,10,26,5,5,11,15,0,2,24,14.7,23.3,10.4,62.2,0,89.1,0,21.8,64.0,32.7,
2001-02-11,2001,2,11,18,7,4,12,6,0,3,15,13.4,20.8,8.2,69.6,0,89.1,0,26.7,69.5,34.4,
2001-02-12,2001,2,12,20,8,2,13,7,0,4,16,12.0,18.7,5.6,74.2,0,89.1,0,53.8,109.8,32.9,
2001-02-13,2001,2,13,20,3,4,7,13,0,3,17,13.5,23.0,7.5,66.3,0,89.1,0,62.4,103.0,31.4,
2001-02-14,2001,2,14,16,7,0,9,7,0,4,12,9.6,10.4,8.7,84.8,0,89.1,0,21.4,75.3,30.1,
2001-02-15,2001,2,15,14,3,3,4,10,0,4,10,9.9,11.6,7.5,84.4,0,89.1,0,18.6,56.8,31.3,
2001-02-16,2001,2,16,9,5,0,7,2,0,2,7,11.7,15.5,7.7,62.8,0,89.1,0,30.4,70.8,38.2,
2001-02-17,2001,2,17,14,7,0,6,8,0,4,10,11.6,18.4,6.1,63.6,0,81.0,0,40.5,91.1,40.2,
2001-02-18,2001,2,18,16,3,2,5,11,0,2,14,7.2,9.8,4.9,69.4,0,81.0,0,24.1,55.3,46.8,
2001-02-19,2001,2,19,17,6,2,6,11,0,3,14,9.3,14.8,5.2,71.0,0,81.0,0,44.3,91.1,46.2,
2001-02-20,2001,2,20,17,8,5,8,9,0,3,14,10.1,17.0,3.0,68.3,0,81.0,0,48.2,106.6,48.4,
2001-02-21,2001,2,21,22,9,2,11,11,0,5,17,9.3,14.8,3.7,70.5,0,81.0,0,51.3,101.0,49.5,
2001-02-22,2001,2,22,19,9,1,11,8,0,3,16,10.7,18.3,4.1,72.8,0,81.0,0,65.6,103.5,42.5,
2001-02-23,2001,2,23,17,6,2,5,12,0,3,14,13.6,22.3,6.7,56.8,0,81.0,0,,,,
2001-02-24,2001,2,24,15,4,0,9,6,1,2,12,10.9,13.0,8.0,75.8,0,88.0,0,45.9,90.7,35.4,
2001-02-25,2001,2,25,13,4,2,7,6,0,5,8,9.3,14.5,4.1,51.6,0,88.0,0,19.5,50.2,34.9,
2001-02-26,2001,2,26,29,7,3,13,16,0,3,26,6.9,11.7,1.0,47.4,0,88.0,0,30.3,65.1,34.3,
2001-02-27,2001,2,27,18,8,1,7,11,0,2,16,8.7,14.1,3.9,56.4,0,88.0,0,45.0,63.1,34.1,
2001-02-28,2001,2,28,19,6,2,12,7,0,3,16,9.9,13.7,5.7,43.7,0,88.0,0,38.0,53.9,36.3,
2001-03-01,2001,3,1,17,7,3,6,11,0,5,12,9.2,13.7,5.9,61.2,0,88.0,0,24.1,73.6,36.0,
2001-03-02,2001,3,2,24,10,3,13,11,0,2,22,15.6,23.4,9.0,63.1,0,88.0,0,54.5,71.1,35.3,
2001-03-03,2001,3,3,22,8,5,6,16,0,2,20,17.1,20.1,14.6,54.5,0,81.0,0,15.1,47.5,33.1,
2001-03-04,2001,3,4,25,8,7,12,13,0,4,21,19.0,23.0,15.7,48.1,0,81.0,0,17.6,44.2,42.2,
2001-03-05,2001,3,5,13,6,3,8,5,0,1,12,19.9,24.1,15.7,52.8,0,81.0,0,23.7,64.2,37.7,
2001-03-06,2001,3,6,21,12,3,11,10,0,1,20,18.4,22.2,14.6,64.3,0,81.0,0,49.2,99.1,36.4,
2001-03-07,2001,3,7,22,9,3,10,12,1,1,20,19.1,22.5,14.9,66.3,0,81.0,0,47.1,87.3,37.0,
2001-03-08,2001,3,8,17,10,0,11,6,0,2,15,16.4,20.5,13.4,58.3,0,81.0,0,30.6,68.0,36.1,
2001-03-09,2001,3,9,9,4,1,4,5,0,2,7,17.2,21.4,13.3,55.2,0,81.0,0,30.3,70.5,37.9,
2001-03-10,2001,3,10,21,5,2,10,11,0,4,17,20.6,24.3,16.9,56.2,0,40.0,0,28.4,50.1,35.9,
2001-03-11,2001,3,11,21,8,3,8,13,0,2,19,18.8,22.0,15.5,66.9,0,40.0,0,25.5,54.8,40.6,
2001-03-12,2001,3,12,18,9,1,9,9,0,2,16,20.2,28.5,14.0,60.5,0,40.0,0,52.1,74.0,40.3,
2001-03-13,2001,3,13,16,8,1,7,9,0,1,15,15.1,20.4,9.9,50.7,0,40.0,0,30.9,80.0,42.6,
2001-03-14,2001,3,14,16,5,3,6,10,0,4,12,13.1,20.1,8.4,62.2,0,40.0,0,37.9,87.6,42.6,
2001-03-15,2001,3,15,8,2,0,3,5,0,1,7,11.8,17.8,6.0,66.1,0,40.0,0,38.7,79.8,50.7,
2001-03-16,2001,3,16,18,4,1,7,11,0,5,13,13.1,19.9,8.2,65.4,0,40.0,0,49.1,86.8,52.6,
2001-03-17,2001,3,17,16,5,1,8,8,1,3,12,16.3,19.8,13.7,48.3,0,53.0,0,36.3,53.6,51.3,
2001-03-18,2001,3,18,14,5,0,8,6,0,1,13,16.7,22.6,10.6,50.6,0,53.0,0,31.9,57.3,58.1,
2001-03-19,2001,3,19,15,5,1,10,5,0,3,12,19.5,24.3,13.4,49.9,1,53.0,0,32.4,57.1,55.4,
2001-03-20,2001,3,20,17,9,1,12,5,0,1,16,20.8,27.1,13.5,48.4,0,53.0,0,50.2,78.9,54.5,
2001-03-21,2001,3,21,22,6,3,7,15,0,2,20,23.3,26.8,19.4,40.0,0,53.0,0,49.1,68.2,49.7,
2001-03-22,2001,3,22,21,11,0,12,9,1,2,18,22.3,27.9,18.4,48.7,0,53.0,0,46.0,72.7,48.4,
2001-03-23,2001,3,23,14,8,0,8,6,0,3,11,21.2,30.5,15.8,51.8,0,53.0,0,58.2,109.4,45.0,
2001-03-24,2001,3,24,21,9,3,9,12,0,4,17,20.2,28.9,13.5,52.4,0,45.1,0,,68.2,44.6,
2001-03-25,2001,3,25,17,10,3,6,11,0,2,15,18.8,23.0,13.0,46.2,0,45.1,0,25.1,43.4,46.8,
2001-03-26,2001,3,26,14,7,1,5,9,0,3,11,16.6,21.1,12.9,55.7,0,45.1,0,24.0,57.9,46.2,
2001-03-27,2001,3,27,15,8,3,10,5,0,3,12,15.8,21.3,11.5,55.4,0,45.1,0,33.8,79.6,45.0,
2001-03-28,2001,3,28,16,6,0,6,10,0,4,12,17.3,22.4,11.7,46.3,0,45.1,0,35.0,84.0,47.6,
2001-03-29,2001,3,29,16,4,2,11,5,1,1,14,16.8,20.5,13.8,43.8,0,45.1,0,,65.8,51.3,
2001-03-30,2001,3,30,13,4,0,7,6,0,3,10,17.9,24.5,11.7,46.2,0,45.1,0,25.9,72.6,50.9,
2001-03-31,2001,3,31,19,6,3,9,10,0,5,14,17.5,20.6,14.3,56.2,0,36.9,0,20.4,59.7,52.5,
2001-04-01,2001,4,1,12,6,3,2,10,0,1,11,15.0,22.4,9.6,61.7,0,36.9,0,24.0,64.2,62.3,
2001-04-02,2001,4,2,18,8,2,12,6,1,0,17,13.5,19.0,8.3,65.7,0,36.9,0,33.5,77.6,61.5,
2001-04-03,2001,4,3,26,9,3,16,10,1,3,22,14.1,18.3,10.4,71.1,0,36.9,0,32.0,77.9,66.8,
2001-04-04,2001,4,4,18,5,3,4,14,0,3,15,18.3,27.2,12.9,60.7,0,36.9,0,50.8,86.2,65.9,
2001-04-05,2001,4,5,17,3,2,5,12,0,2,15,18.3,22.2,15.6,60.8,0,36.9,0,37.3,77.9,70.5,
2001-04-06,2001,4,6,14,4,4,6,8,0,0,14,20.0,25.8,14.5,60.2,0,36.9,0,55.7,100.0,64.9,
2001-04-07,2001,4,7,15,5,3,8,7,0,3,12,21.0,24.1,18.3,35.3,0,19.4,0,,42.2,68.1,
2001-04-08,2001,4,8,13,9,2,7,6,0,1,12,19.4,24.1,14.9,32.3,0,19.4,0,28.1,52.0,72.5,
2001-04-09,2001,4,9,20,7,3,17,3,0,1,19,16.8,21.2,11.9,43.3,0,19.4,0,41.5,96.0,66.8,
2001-04-10,2001,4,10,22,5,2,10,12,0,5,17,18.1,25.1,13.6,47.6,0,19.4,0,48.4,92.1,69.3,
2001-04-11,2001,4,11,11,5,1,9,2,0,2,9,19.0,24.8,14.6,33.1,0,19.4,0,49.8,71.5,66.5,
2001-04-12,2001,4,12,19,9,3,11,8,0,2,17,15.5,21.1,10.7,40.5,1,19.4,0,26.6,75.2,71.0,
2001-04-13,2001,4,13,15,4,1,6,9,0,4,11,14.4,18.0,11.4,56.4,1,19.4,0,21.0,51.2,72.5,
2001-04-14,2001,4,14,11,3,2,3,8,0,1,10,15.4,21.3,11.1,52.3,0,38.4,0,23.2,57.1,78.6,
2001-04-15,2001,4,15,16,5,4,6,10,0,1,15,15.5,20.8,11.3,62.8,0,38.4,0,23.8,47.3,85.4,
2001-04-16,2001,4,16,8,1,2,2,6,0,0,8,16.1,23.1,12.1,57.8,1,38.4,0,27.4,54.6,88.2,
2001-04-17,2001,4,17,16,6,2,11,5,0,6,10,14.3,15.6,13.4,65.0,0,38.4,0,25.4,63.6,86.9,
2001-04-18,2001,4,18,10,5,0,2,8,0,2,8,12.4,13.7,11.7,79.4,0,38.4,0,23.8,71.7,81.6,
2001-04-19,2001,4,19,9,4,1,3,6,0,0,9,13.4,17.7,10.7,72.1,0,38.4,0,39.0,79.4,77.4,
2001-04-20,2001,4,20,22,8,2,7,15,0,3,19,12.8,14.8,10.5,69.3,0,38.4,0,32.5,70.9,75.3,
2001-04-21,2001,4,21,19,7,3,7,12,1,3,15,13.9,18.5,9.0,37.0,0,46.4,0,20.5,28.7,72.2,
2001-04-22,2001,4,22,19,9,0,10,9,0,4,15,14.4,19.6,8.9,52.2,0,46.4,0,18.5,39.0,69.9,
2001-04-23,2001,4,23,15,8,1,7,8,0,0,15,22.5,28.0,16.3,44.5,1,46.4,0,27.3,21.0,69.9,
2001-04-24,2001,4,24,16,4,2,8,8,0,5,11,22.7,28.8,19.2,50.8,0,46.4,0,30.7,58.5,63.2,
2001-04-25,2001,4,25,20,9,2,9,11,0,3,17,22.8,25.4,19.2,39.0,0,46.4,0,27.6,55.2,57.4,
2001-04-26,2001,4,26,14,7,1,9,5,0,0,14,16.6,20.3,14.3,62.5,0,46.4,0,25.9,58.2,65.5,
2001-04-27,2001,4,27,18,8,2,12,6,0,3,15,16.4,19.1,14.2,69.2,0,46.4,0,32.3,62.6,61.1,
2001-04-28,2001,4,28,20,5,3,11,9,0,5,15,16.5,21.7,12.2,67.4,0,28.0,0,34.0,52.3,64.5,
2001-04-29,2001,4,29,20,2,4,10,10,0,2,18,17.2,22.0,14.5,72.1,0,28.0,0,29.5,45.9,71.3,
2001-04-30,2001,4,30,12,3,1,4,8,0,2,10,15.8,19.8,12.1,58.4,0,28.0,0,27.7,54.9,71.8,
2001-05-01,2001,5,1,17,7,0,8,9,0,3,14,11.0,14.1,9.2,71.1,1,28.0,0,21.3,46.6,72.6,
2001-05-02,2001,5,2,16,5,1,6,10,0,4,12,12.1,18.0,7.2,64.4,0,28.0,0,25.0,64.8,71.7,
2001-05-03,2001,5,3,12,1,1,3,9,0,3,9,14.2,18.9,10.9,60.3,0,28.0,0,23.4,65.1,75.6,
2001-05-04,2001,5,4,16,8,3,10,6,0,3,13,14.6,19.3,10.9,61.3,0,28.0,0,28.8,75.5,73.2,
2001-05-05,2001,5,5,13,4,2,7,6,0,1,12,16.3,21.0,12.9,52.8,0,36.4,0,19.3,60.1,72.5,
2001-05-06,2001,5,6,12,4,2,7,5,0,4,8,15.5,19.5,12.5,55.2,0,36.4,0,13.8,44.2,78.4,
2001-05-07,2001,5,7,15,2,2,2,13,0,5,10,15.3,18.2,13.0,63.8,0,36.4,0,25.4,71.1,74.8,
2001-05-08,2001,5,8,14,6,2,5,9,0,3,11,15.4,19.5,12.2,68.5,0,36.4,0,25.2,68.8,77.6,
2001-05-09,2001,5,9,12,4,2,8,4,0,3,9,15.3,18.9,13.1,71.1,0,36.4,0,31.1,54.1,75.2,
2001-05-10,2001,5,10,15,6,4,4,11,0,0,15,16.4,20.0,13.7,68.4,0,36.4,0,35.8,73.8,76.5,
2001-05-11,2001,5,11,12,3,1,0,12,0,1,11,20.3,25.4,15.4,59.8,0,36.4,0,31.2,83.1,73.0,
2001-05-12,2001,5,12,11,3,3,6,5,0,3,8,21.0,26.3,16.8,56.6,0,34.7,0,27.1,68.4,75.7,
2001-05-13,2001,5,13,19,13,1,11,8,0,2,17,19.3,23.2,17.1,68.1,0,34.7,0,32.1,48.7,82.3,
2001-05-14,2001,5,14,16,6,1,6,10,0,5,11,20.8,25.8,16.8,59.7,0,34.7,0,40.3,66.3,76.4,
2001-05-15,2001,5,15,13,7,2,9,4,0,0,13,21.7,24.9,19.6,52.6,0,34.7,0,30.7,70.1,71.8,
2001-05-16,2001,5,16,13,4,0,2,11,0,4,9,23.9,31.9,19.8,54.7,0,34.7,1,33.6,60.5,70.3,
2001-05-17,2001,5,17,17,6,2,6,11,0,1,16,20.7,24.8,18.2,74.0,0,34.7,0,29.8,51.9,64.8,
2001-05-18,2001,5,18,21,12,4,10,11,1,4,16,18.7,20.2,18.1,74.3,0,34.7,0,21.2,56.6,60.0,
2001-05-19,2001,5,19,19,8,0,10,9,0,4,15,17.8,21.7,16.3,67.5,0,27.9,0,27.8,58.1,57.0,
2001-05-20,2001,5,20,18,10,0,6,12,0,2,16,20.0,26.2,15.2,59.6,0,27.9,0,21.1,47.9,66.8,
2001-05-21,2001,5,21,10,5,1,3,7,1,1,8,19.7,23.9,16.5,55.5,0,27.9,0,33.6,77.3,64.7,
2001-05-22,2001,5,22,15,5,0,8,7,0,1,14,20.0,22.8,16.7,66.5,0,27.9,0,34.4,70.3,67.5,
2001-05-23,2001,5,23,10,3,1,4,6,0,2,8,21.3,24.8,18.6,64.4,0,27.9,0,33.4,71.6,70.2,
2001-05-24,2001,5,24,12,4,0,5,7,0,1,11,20.5,24.6,18.4,70.5,0,27.9,0,40.3,85.1,74.7,
2001-05-25,2001,5,25,18,10,3,10,8,0,1,17,21.6,26.7,17.8,68.2,0,27.9,0,35.2,79.9,78.1,
2001-05-26,2001,5,26,13,2,1,7,6,1,2,10,21.6,27.2,16.0,55.3,0,24.7,0,30.7,61.6,79.2,
2001-05-27,2001,5,27,8,4,0,4,4,0,2,6,23.0,29.2,18.3,52.0,0,24.7,0,20.4,59.3,93.3,
2001-05-28,2001,5,28,10,8,0,7,3,0,2,8,23.8,30.4,19.1,54.2,0,24.7,1,32.4,78.7,81.6,
2001-05-29,2001,5,29,14,5,1,8,6,0,4,10,24.2,30.2,19.4,45.8,0,24.7,1,28.9,87.9,82.5,
2001-05-30,2001,5,30,18,3,1,12,6,0,3,15,24.2,30.1,19.3,47.9,0,24.7,1,37.7,91.2,81.4,
2001-05-31,2001,5,31,12,6,1,5,7,0,0,12,24.1,30.5,18.8,48.7,0,24.7,1,32.6,90.1,80.5,
2001-06-01,2001,6,1,24,8,2,11,13,0,4,20,22.9,27.5,19.8,59.7,0,24.7,0,33.2,70.0,79.3,
2001-06-02,2001,6,2,14,4,1,8,6,0,3,11,23.6,27.9,21.2,65.7,0,21.0,0,31.0,42.3,80.1,
2001-06-03,2001,6,3,17,8,3,10,7,0,0,17,23.2,27.6,20.4,66.6,0,21.0,0,27.7,40.6,82.6,
2001-06-04,2001,6,4,18,7,2,10,8,0,1,17,24.1,26.9,22.3,69.7,0,21.0,0,33.3,51.1,75.9,
2001-06-05,2001,6,5,19,7,1,15,4,0,3,16,22.8,26.7,20.1,72.8,0,21.0,0,31.8,50.5,70.7,
2001-06-06,2001,6,6,11,2,2,8,3,0,2,9,22.6,26.4,19.3,71.9,0,21.0,0,41.0,56.5,73.9,
2001-06-07,2001,6,7,15,6,1,11,4,0,1,14,22.4,26.6,19.3,65.8,0,21.0,0,46.6,61.3,68.2,
2001-06-08,2001,6,8,13,6,0,11,2,0,4,9,22.8,26.2,20.1,70.4,0,21.0,0,38.0,58.2,65.4,
2001-06-09,2001,6,9,17,9,1,11,6,0,1,16,24.5,29.4,20.6,69.7,0,15.6,0,40.0,49.3,63.6,
2001-06-10,2001,6,10,14,4,3,7,7,0,1,13,23.0,26.6,20.0,67.7,0,15.6,0,22.0,44.5,65.7,
2001-06-11,2001,6,11,12,6,0,6,6,0,3,9,20.4,22.3,17.6,62.4,0,15.6,0,22.3,61.4,61.3,
2001-06-12,2001,6,12,10,2,0,4,6,0,5,5,21.1,26.4,17.1,66.9,0,15.6,0,34.3,66.1,62.4,
2001-06-13,2001,6,13,12,2,0,7,5,0,1,11,23.7,28.2,20.2,60.0,0,15.6,0,31.7,65.5,67.5,
2001-06-14,2001,6,14,18,6,2,8,10,0,2,16,22.8,26.5,19.3,72.3,0,15.6,0,44.4,62.3,68.4,
2001-06-15,2001,6,15,6,3,2,4,2,0,0,6,24.6,29.4,20.8,68.8,0,15.6,0,39.9,71.8,65.5,
2001-06-16,2001,6,16,14,7,0,5,9,0,2,12,27.4,31.0,23.2,33.3,0,12.9,0,33.4,55.2,69.3,
2001-06-17,2001,6,17,15,7,0,7,8,0,4,11,22.7,26.9,19.0,55.1,0,12.9,0,22.2,49.8,73.3,
2001-06-18,2001,6,18,15,3,3,7,8,0,3,12,21.5,24.7,19.3,57.0,0,12.9,0,29.8,71.6,71.3,
2001-06-19,2001,6,19,7,4,0,4,3,0,0,7,21.8,27.5,17.5,60.0,0,12.9,0,33.6,65.6,70.9,
2001-06-20,2001,6,20,12,4,1,4,8,1,1,10,22.7,28.6,18.7,63.3,0,12.9,0,41.7,72.3,71.3,
2001-06-21,2001,6,21,13,8,2,10,3,0,1,12,23.7,28.8,19.4,62.9,0,12.9,0,38.9,76.7,74.1,
2001-06-22,2001,6,22,15,6,1,14,1,0,2,13,24.5,29.9,20.4,63.3,0,12.9,0,33.7,74.5,70.9,
2001-06-23,2001,6,23,13,2,0,5,8,0,2,11,24.4,28.7,20.9,68.3,0,11.7,0,28.0,63.1,76.1,
2001-06-24,2001,6,24,14,5,1,9,5,1,2,11,25.9,30.6,22.0,63.9,0,11.7,0,29.9,63.8,82.7,
2001-06-25,2001,6,25,20,7,4,11,9,0,5,15,26.8,31.2,22.3,50.0,0,11.7,1,43.7,86.1,76.9,
2001-06-26,2001,6,26,17,6,0,6,11,0,3,14,25.4,28.8,22.6,61.7,0,11.7,0,43.6,69.2,76.5,
2001-06-27,2001,6,27,9,5,1,3,6,0,1,8,25.5,28.7,23.8,72.8,0,11.7,0,38.1,54.1,73.4,
2001-06-28,2001,6,28,14,6,1,6,8,0,2,12,25.1,29.0,22.5,57.7,0,11.7,0,,62.7,73.4,
2001-06-29,2001,6,29,14,2,1,6,8,0,3,11,24.6,29.2,20.6,62.5,0,11.7,0,47.5,70.5,66.4,
2001-06-30,2001,6,30,12,8,2,6,6,0,3,9,25.1,30.2,21.4,67.2,0,10.7,0,29.5,51.9,67.1,
2001-07-01,2001,7,1,17,4,3,6,11,0,2,15,26.2,32.0,22.0,56.3,0,10.7,0,21.7,57.7,75.1,
2001-07-02,2001,7,2,18,7,2,10,8,0,3,15,27.4,31.3,23.6,63.4,0,10.7,0,43.5,78.2,66.1,
2001-07-03,2001,7,3,8,3,0,5,3,0,1,7,26.3,30.4,23.3,65.8,0,10.7,0,43.6,64.8,71.7,
2001-07-04,2001,7,4,14,5,0,6,8,0,3,11,25.5,27.7,23.8,72.4,0,10.7,0,48.1,44.7,70.6,
2001-07-05,2001,7,5,20,3,1,7,13,0,6,14,27.0,32.9,23.3,60.0,0,10.7,0,,49.6,70.6,
2001-07-06,2001,7,6,13,6,1,9,4,0,0,13,27.5,31.9,22.8,47.5,0,10.7,0,,64.9,66.3,
2001-07-07,2001,7,7,17,6,2,14,3,0,3,14,25.5,28.4,22.1,59.0,0,6.7,0,27.2,52.3,64.3,
2001-07-08,2001,7,8,21,5,1,7,14,1,5,15,24.8,30.1,21.1,70.1,0,6.7,0,27.0,36.7,69.3,
2001-07-09,2001,7,9,22,5,3,5,17,0,5,17,24.8,28.3,22.2,73.5,0,6.7,0,37.8,53.1,59.9,
2001-07-10,2001,7,10,22,10,2,10,12,0,4,18,26.2,31.6,22.5,63.1,0,6.7,0,44.5,74.3,60.9,
2001-07-11,2001,7,11,12,2,1,7,5,0,2,10,25.8,30.5,22.9,66.9,0,6.7,0,41.9,66.6,55.7,
2001-07-12,2001,7,12,21,3,0,7,14,0,4,17,26.0,29.6,23.7,71.3,0,6.7,0,31.5,55.1,58.1,
2001-07-13,2001,7,13,16,4,2,4,12,0,2,14,26.1,30.5,23.1,71.3,0,6.7,0,36.8,58.8,52.0,
2001-07-14,2001,7,14,17,7,1,5,12,0,0,17,26.2,30.0,22.5,70.6,0,9.3,0,43.7,48.9,54.5,
2001-07-15,2001,7,15,14,3,0,4,10,0,2,12,25.4,27.7,24.2,66.6,0,9.3,0,25.3,38.5,55.4,
2001-07-16,2001,7,16,18,3,7,8,10,0,3,15,23.0,24.0,21.8,73.4,0,9.3,0,26.3,59.3,50.4,
2001-07-17,2001,7,17,11,3,0,6,5,0,2,9,26.8,33.2,20.6,65.9,0,9.3,0,42.7,68.2,51.7,
2001-07-18,2001,7,18,19,4,3,9,10,0,3,16,25.4,28.2,23.0,61.8,0,9.3,0,45.7,60.7,49.5,
2001-07-19,2001,7,19,18,4,2,11,7,0,5,13,25.2,30.7,21.8,52.2,0,9.3,0,47.4,63.8,55.0,
2001-07-20,2001,7,20,12,3,0,5,7,0,2,10,23.2,27.6,20.3,55.6,0,9.3,0,34.4,79.9,54.0,
2001-07-21,2001,7,21,6,3,0,1,5,0,2,4,23.2,28.4,19.5,61.4,0,3.4,0,23.5,65.2,61.0,
2001-07-22,2001,7,22,14,4,2,7,7,0,1,13,23.8,28.8,19.6,68.5,0,3.4,0,22.2,47.1,67.5,
2001-07-23,2001,7,23,16,5,1,9,7,0,1,15,25.4,30.2,22.8,73.0,0,3.4,0,35.8,54.7,60.9,
2001-07-24,2001,7,24,15,4,0,7,8,0,2,13,25.2,30.3,22.3,71.9,0,3.4,0,35.2,63.8,65.5,
2001-07-25,2001,7,25,19,9,1,8,11,0,4,15,25.9,31.5,22.4,65.4,0,3.4,0,43.7,73.5,65.5,
2001-07-26,2001,7,26,15,7,2,8,7,0,0,15,25.2,29.1,22.1,72.5,0,3.4,0,41.3,63.4,65.1,
2001-07-27,2001,7,27,5,1,0,4,1,0,0,5,25.9,30.0,23.1,73.0,0,3.4,0,37.6,63.8,62.8,
