date,year,month,day,all,cv,res,all_f,all_m,all_0_14,all_15_64,all_65,tmean,tmax,tmin,rh,hol,infl,hw,pm10,no2,o3,dust
2006-04-29,2006,4,29,19,7,1,11,8,0,4,15,17.1,20.2,14.2,62.6,0,4.3,0,,47.2,79.7,0
2006-04-30,2006,4,30,16,4,3,8,8,0,2,14,16.4,20.3,13.4,69.3,0,4.3,0,,40.2,78.7,0
2006-05-01,2006,5,1,12,6,3,6,6,0,0,12,18.3,21.7,15.8,67.8,1,4.3,0,24.0,33.1,75.8,0
2006-05-02,2006,5,2,13,5,3,8,5,0,1,12,18.1,21.2,15.2,69.1,0,4.3,0,29.8,45.4,75.3,0
2006-05-03,2006,5,3,11,4,0,5,6,1,0,10,16.1,20.0,12.9,74.2,0,4.3,0,33.8,37.7,70.5,0
2006-05-04,2006,5,4,12,2,2,9,3,0,3,9,16.2,18.1,13.3,70.8,0,4.3,0,32.5,62.3,77.1,0
2006-05-05,2006,5,5,20,7,1,8,12,0,5,15,17.5,21.1,14.7,74.3,0,4.3,0,23.2,77.1,69.9,0
2006-05-06,2006,5,6,18,9,2,5,13,0,5,13,17.9,23.1,12.5,64.8,0,0.4,0,23.1,68.8,74.6,0
2006-05-07,2006,5,7,20,6,2,8,12,0,4,16,18.3,21.8,16.0,71.2,0,0.4,0,28.6,50.1,75.0,0
2006-05-08,2006,5,8,12,6,2,6,6,1,2,9,20.0,28.0,14.5,63.0,0,0.4,0,28.4,60.0,73.7,0
2006-05-09,2006,5,9,13,5,1,4,9,1,2,10,18.1,21.1,15.7,63.9,0,0.4,0,24.2,62.6,68.5,0
2006-05-10,2006,5,10,19,4,1,9,10,0,4,15,18.8,22.5,16.1,68.6,0,0.4,0,23.8,66.8,69.3,0
2006-05-11,2006,5,11,18,5,3,9,9,0,2,16,17.9,22.0,14.9,66.6,0,0.4,0,26.3,62.4,69.8,0
2006-05-12,2006,5,12,24,8,5,18,6,0,5,19,18.8,22.6,16.1,65.7,0,0.4,0,23.3,62.8,64.2,0
2006-05-13,2006,5,13,10,4,1,6,4,0,1,9,19.2,23.0,15.0,64.8,0,3.7,0,23.0,51.7,66.4,0
2006-05-14,2006,5,14,13,4,1,9,4,0,3,10,19.7,24.0,16.5,69.1,0,3.7,0,27.3,38.6,69.7,0
2006-05-15,2006,5,15,15,6,2,8,7,0,1,14,20.4,25.0,16.5,65.2,0,3.7,0,33.4,57.2,67.9,1
2006-05-16,2006,5,16,12,3,2,5,7,0,1,11,21.5,26.3,18.4,64.8,0,3.7,0,22.7,61.9,70.1,1
2006-05-17,2006,5,17,22,9,3,8,14,1,3,18,22.0,27.1,17.9,71.3,0,3.7,0,39.5,60.0,66.0,1
2006-05-18,2006,5,18,15,5,3,6,9,0,2,13,22.7,25.2,20.0,73.4,0,3.7,0,40.1,73.7,68.6,1
2006-05-19,2006,5,19,12,6,1,9,3,0,0,12,22.2,24.3,20.3,66.0,0,3.7,1,44.1,46.4,63.1,1
2006-05-20,2006,5,20,15,7,4,7,8,0,0,15,22.6,24.9,19.5,65.7,0,3.4,1,41.3,41.2,63.0,0
2006-05-21,2006,5,21,10,4,1,4,6,0,1,9,21.6,24.7,18.8,74.5,0,3.4,0,37.2,32.9,66.1,0
2006-05-22,2006,5,22,14,8,1,7,7,0,3,11,24.2,28.0,18.3,43.1,0,3.4,0,43.9,61.0,60.7,0
2006-05-23,2006,5,23,11,5,0,5,6,0,1,10,19.9,21.8,17.9,50.3,0,3.4,0,40.2,48.4,65.0,0
2006-05-24,2006,5,24,14,6,2,8,6,0,1,13,18.3,23.1,13.5,49.3,0,3.4,0,25.1,62.7,62.3,0
2006-05-25,2006,5,25,15,3,3,8,7,0,1,14,19.7,25.3,13.9,43.1,0,3.4,0,27.6,78.2,66.1,0
2006-05-26,2006,5,26,21,11,0,13,8,0,5,16,21.7,26.4,17.7,42.1,0,3.4,0,28.8,87.3,65.0,1
2006-05-27,2006,5,27,11,4,0,4,7,0,4,7,23.0,28.7,16.8,43.3,0,1.6,0,20.1,65.9,67.6,1
2006-05-28,2006,5,28,14,3,3,5,9,0,2,12,23.4,27.9,18.9,49.1,0,1.6,1,18.3,45.5,69.3,1
2006-05-29,2006,5,29,13,3,0,9,4,0,2,11,23.3,27.2,20.5,54.2,0,1.6,1,30.6,70.8,63.4,1
2006-05-30,2006,5,30,15,3,2,7,8,0,1,14,21.2,22.1,20.0,69.9,0,1.6,0,26.6,48.6,61.2,1
2006-05-31,2006,5,31,20,9,1,12,8,0,2,18,15.6,18.4,13.7,83.9,0,1.6,0,23.1,48.4,58.7,0
2006-06-01,2006,6,1,17,7,2,12,5,0,0,17,18.2,22.3,14.4,68.7,0,1.6,0,22.6,61.5,58.4,0
2006-06-02,2006,6,2,19,5,5,9,10,0,1,18,19.7,23.0,15.5,53.1,0,1.6,0,24.7,59.9,56.4,0
2006-06-03,2006,6,3,11,3,3,6,5,0,4,7,19.3,22.8,15.6,62.7,0,2.1,0,25.9,43.7,62.6,0
2006-06-04,2006,6,4,10,3,3,2,8,0,4,6,21.1,25.0,17.2,52.0,0,2.1,0,22.5,45.2,64.3,0
2006-06-05,2006,6,5,16,7,1,9,7,0,2,14,21.6,26.9,17.1,46.3,0,2.1,0,27.7,,71.8,0
2006-06-06,2006,6,6,16,3,4,9,7,0,1,15,20.9,25.4,17.4,56.2,0,2.1,0,23.4,,71.9,0
2006-06-07,2006,6,7,8,4,1,6,2,0,1,7,21.1,25.9,16.5,61.8,0,2.1,0,23.3,62.8,75.8,0
2006-06-08,2006,6,8,12,3,1,6,6,0,2,10,20.9,23.4,18.0,71.1,0,2.1,0,21.7,55.4,76.7,0
2006-06-09,2006,6,9,16,9,0,8,8,0,0,16,21.4,23.1,19.9,71.1,0,2.1,0,32.6,55.5,72.3,1
2006-06-10,2006,6,10,11,2,2,6,5,0,2,9,21.1,23.6,18.8,71.5,0,0.4,0,24.5,40.8,71.5,0
2006-06-11,2006,6,11,13,3,0,6,7,0,3,10,21.2,25.3,16.9,63.8,0,0.4,0,20.1,44.2,72.2,0
2006-06-12,2006,6,12,20,12,1,11,9,1,4,15,21.4,24.5,18.2,66.6,0,0.4,0,23.3,43.8,71.4,0
2006-06-13,2006,6,13,17,6,1,14,3,0,1,16,21.9,24.3,18.5,62.6,0,0.4,0,19.6,40.0,69.0,0
2006-06-14,2006,6,14,16,6,3,11,5,0,3,13,21.2,24.2,18.7,70.9,0,0.4,0,28.7,33.0,71.0,1
2006-06-15,2006,6,15,11,2,1,5,6,0,1,10,21.7,24.5,19.2,76.1,0,0.4,0,25.6,39.5,72.0,1
2006-06-16,2006,6,16,15,1,3,5,10,0,6,9,23.2,27.2,20.4,69.7,0,0.4,0,25.8,59.2,64.9,1
2006-06-17,2006,6,17,14,4,1,7,7,1,1,12,23.2,26.5,20.8,66.8,0,2.9,0,24.7,51.1,64.7,1
2006-06-18,2006,6,18,15,6,1,10,5,0,2,13,23.4,26.4,21.1,72.4,0,2.9,0,30.6,36.8,63.1,1
2006-06-19,2006,6,19,24,12,1,14,10,1,6,17,23.5,26.4,20.9,73.3,0,2.9,0,37.0,50.5,55.5,1
2006-06-20,2006,6,20,19,7,0,6,13,0,5,14,24.1,27.0,21.7,73.5,0,2.9,0,36.0,48.1,50.1,1
2006-06-21,2006,6,21,13,2,0,7,6,0,0,13,25.4,28.2,22.4,61.9,0,2.9,0,30.6,74.4,48.9,1
2006-06-22,2006,6,22,18,6,3,8,10,0,5,13,25.4,28.8,22.0,61.9,0,2.9,0,37.7,77.7,47.5,1
2006-06-23,2006,6,23,11,3,2,9,2,1,3,7,25.1,28.4,22.6,69.6,0,2.9,0,24.9,45.9,42.6,1
2006-06-24,2006,6,24,16,5,2,7,9,0,2,14,26.1,32.5,22.4,60.3,0,0.9,0,22.1,50.6,46.9,1
2006-06-25,2006,6,25,16,6,4,7,9,0,3,13,25.2,27.5,23.2,61.7,0,0.9,0,20.3,31.8,50.7,0
2006-06-26,2006,6,26,18,3,2,12,6,1,2,15,24.7,27.8,21.8,69.1,0,0.9,0,25.9,42.4,49.0,1
2006-06-27,2006,6,27,10,2,0,4,6,0,4,6,24.7,28.2,22.5,69.9,0,0.9,0,29.1,48.6,45.6,1
2006-06-28,2006,6,28,20,5,3,10,10,0,3,17,25.5,28.2,23.1,66.4,0,0.9,0,25.8,60.1,47.4,1
2006-06-29,2006,6,29,16,8,1,7,9,0,2,14,26.6,31.0,22.7,55.6,0,0.9,1,23.8,68.1,50.0,1
2006-06-30,2006,6,30,9,5,0,3,6,0,3,6,26.3,30.2,22.6,62.1,0,0.9,1,27.7,52.0,42.7,1
2006-07-01,2006,7,1,19,6,3,11,8,0,3,16,26.6,30.3,22.6,53.0,0,1.6,0,33.0,39.1,48.2,1
2006-07-02,2006,7,2,13,2,3,8,5,0,4,9,25.9,29.8,22.6,63.5,0,1.6,0,,26.5,53.5,1
2006-07-03,2006,7,3,15,3,2,9,6,1,1,13,26.8,30.4,23.1,61.0,0,1.6,0,,34.9,50.4,1
2006-07-04,2006,7,4,11,2,0,5,6,0,3,8,25.5,28.6,22.7,63.1,0,1.6,0,,31.5,51.6,1
2006-07-05,2006,7,5,17,6,2,8,9,0,3,14,26.4,28.9,23.8,71.0,0,1.6,0,,34.5,48.4,1
2006-07-06,2006,7,6,15,8,2,8,7,0,2,13,25.7,28.3,23.6,67.0,0,1.6,0,,35.8,50.2,0
2006-07-07,2006,7,7,13,8,1,7,6,0,3,10,26.3,29.8,23.4,65.2,0,1.6,0,,48.5,44.9,0
2006-07-08,2006,7,8,5,1,1,3,2,0,1,4,26.3,29.2,24.3,66.6,0,0.0,0,,31.4,46.5,0
2006-07-09,2006,7,9,18,4,1,10,8,0,3,15,26.5,30.0,23.4,66.7,0,0.0,0,,33.4,46.7,0
2006-07-10,2006,7,10,13,4,1,6,7,0,2,11,26.5,28.8,23.8,66.5,0,0.0,0,,55.3,44.1,0
2006-07-11,2006,7,11,16,4,2,9,7,0,1,15,26.4,30.0,22.5,59.6,0,0.0,0,,72.7,44.6,0
2006-07-12,2006,7,12,14,5,3,6,8,0,3,11,27.7,30.8,24.7,53.1,0,0.0,0,,87.1,42.7,0
2006-07-13,2006,7,13,12,5,1,6,6,0,1,11,27.4,32.8,21.6,54.0,0,0.0,0,26.5,67.7,44.0,0
2006-07-14,2006,7,14,16,4,4,13,3,0,1,15,28.0,30.6,24.8,66.8,0,0.0,0,24.6,54.7,48.2,0
2006-07-15,2006,7,15,15,1,4,8,7,0,2,13,27.9,32.0,24.1,64.8,0,0.1,0,21.9,46.5,52.2,0
2006-07-16,2006,7,16,14,1,2,8,6,1,3,10,28.6,31.7,25.7,62.7,0,0.1,0,21.8,32.6,57.0,1
2006-07-17,2006,7,17,17,2,0,9,8,0,4,13,27.8,31.1,25.6,64.1,0,0.1,1,21.5,56.0,57.0,1
2006-07-18,2006,7,18,21,6,3,15,6,0,2,19,27.7,30.8,25.5,66.2,0,0.1,1,19.7,49.1,59.9,0
2006-07-19,2006,7,19,12,6,1,6,6,0,1,11,28.3,30.2,25.9,65.0,0,0.1,1,24.2,44.4,57.2,0
2006-07-20,2006,7,20,19,6,2,10,9,1,5,13,28.7,31.8,25.9,60.9,0,0.1,1,22.8,48.6,58.2,0
2006-07-21,2006,7,21,17,8,3,12,5,1,4,12,27.7,31.3,24.7,61.1,0,0.1,1,25.8,58.3,56.3,1
2006-07-22,2006,7,22,15,5,2,7,8,0,0,15,27.8,31.4,23.8,63.8,0,1.1,0,28.0,43.0,56.8,0
2006-07-23,2006,7,23,18,7,4,8,10,0,3,15,28.7,32.4,25.4,67.4,0,1.1,1,31.3,22.5,56.8,0
2006-07-24,2006,7,24,9,2,3,4,5,0,3,6,28.4,32.1,25.8,66.1,0,1.1,1,26.6,45.5,55.2,1
2006-07-25,2006,7,25,10,1,0,2,8,1,2,7,28.3,31.8,24.5,61.5,0,1.1,1,28.0,46.9,59.7,1
2006-07-26,2006,7,26,24,6,3,11,13,0,6,18,28.0,31.1,25.0,56.4,0,1.1,0,23.5,,60.7,0
2006-07-27,2006,7,27,12,3,3,5,7,0,2,10,27.3,29.3,25.3,69.3,0,1.1,1,31.9,,59.7,0
2006-07-28,2006,7,28,14,3,5,5,9,0,3,11,27.4,31.1,24.0,56.5,0,1.1,0,25.9,,60.7,0
2006-07-29,2006,7,29,16,4,1,9,7,0,5,11,27.5,30.6,24.6,64.1,0,0.0,0,28.0,,64.5,0
2006-07-30,2006,7,30,14,3,2,5,9,0,3,11,28.6,31.5,25.5,64.9,0,0.0,0,27.5,,65.4,0
2006-07-31,2006,7,31,14,4,3,7,7,0,2,12,28.8,32.7,25.6,67.5,0,0.0,1,29.5,,58.9,0
2006-08-01,2006,8,1,18,7,3,12,6,0,1,17,28.5,31.7,25.4,63.3,0,0.0,1,26.6,,61.6,0
2006-08-02,2006,8,2,10,3,1,6,4,0,2,8,28.2,32.4,25.3,64.9,0,0.0,1,28.4,,62.0,0
2006-08-03,2006,8,3,18,8,2,5,13,0,0,18,28.8,31.2,26.4,63.7,0,0.0,1,32.1,,53.6,0
2006-08-04,2006,8,4,16,2,2,9,7,0,1,15,26.6,29.3,23.5,41.7,0,0.0,0,34.7,,55.1,0
2006-08-05,2006,8,5,12,4,3,7,5,0,4,8,26.7,29.3,24.3,55.0,0,0.6,0,29.1,28.6,56.1,0
2006-08-06,2006,8,6,16,4,4,6,10,0,1,15,26.3,29.6,23.2,54.4,0,0.6,0,20.8,27.2,59.6,0
2006-08-07,2006,8,7,17,6,0,6,11,0,1,16,26.6,30.4,23.3,61.5,0,0.6,0,39.4,41.6,56.6,0
2006-08-08,2006,8,8,20,7,1,9,11,0,4,16,26.6,28.4,25.2,64.0,0,0.6,0,27.8,40.0,58.4,0
2006-08-09,2006,8,9,9,1,5,3,6,0,4,5,26.7,30.7,23.4,54.7,0,0.6,0,31.0,46.8,63.3,0
2006-08-10,2006,8,10,15,8,2,6,9,0,1,14,26.8,29.6,24.0,59.3,0,0.6,0,25.1,48.5,62.5,0
2006-08-11,2006,8,11,13,6,2,5,8,0,2,11,26.4,29.1,23.8,60.5,0,0.6,0,37.0,46.8,64.4,0
2006-08-12,2006,8,12,14,8,3,8,6,0,1,13,26.0,29.1,23.5,64.5,0,1.1,0,32.3,36.2,67.0,0
2006-08-13,2006,8,13,16,4,1,11,5,0,1,15,24.3,27.1,21.3,50.3,0,1.1,0,20.7,24.0,70.0,0
2006-08-14,2006,8,14,15,5,2,8,7,0,2,13,25.3,28.0,22.9,61.7,0,1.1,0,25.1,27.3,70.2,0
2006-08-15,2006,8,15,17,4,1,6,11,0,5,12,27.1,31.2,23.5,62.9,1,1.1,0,19.9,26.6,70.2,0
2006-08-16,2006,8,16,18,5,0,10,8,0,3,15,27.5,32.6,23.4,32.3,0,1.1,0,38.9,42.1,69.1,0
2006-08-17,2006,8,17,5,1,0,2,3,0,0,5,24.4,26.4,22.2,43.7,0,1.1,0,,,,0
2006-08-18,2006,8,18,20,8,1,12,8,0,0,20,23.3,28.8,18.2,54.0,0,1.1,0,,,,0
2006-08-19,2006,8,19,12,5,2,6,6,0,2,10,24.3,28.4,21.2,58.9,0,0.0,0,20.9,33.7,62.1,0
2006-08-20,2006,8,20,11,2,1,7,4,0,3,8,24.6,28.9,21.3,68.6,0,0.0,0,15.0,27.1,66.3,0
2006-08-21,2006,8,21,10,1,3,4,6,1,1,8,24.9,29.3,21.5,64.1,0,0.0,0,25.6,49.8,64.0,0
2006-08-22,2006,8,22,20,3,3,12,8,0,4,16,24.6,29.3,21.3,61.6,0,0.0,0,28.0,53.1,65.5,0
2006-08-23,2006,8,23,10,3,1,4,6,0,1,9,25.0,28.3,21.8,65.4,0,0.0,0,34.8,49.7,65.9,1
2006-08-24,2006,8,24,14,3,2,3,11,0,1,13,24.9,28.5,22.2,63.3,0,0.0,0,28.7,45.8,64.0,1
2006-08-25,2006,8,25,16,6,3,9,7,0,6,10,25.6,29.9,22.5,63.4,0,0.0,0,29.6,41.0,67.0,0
2006-08-26,2006,8,26,13,3,2,8,5,0,1,12,25.1,27.7,22.6,57.9,0,1.9,0,22.2,39.2,64.5,0
2006-08-27,2006,8,27,11,2,2,8,3,0,3,8,24.0,27.6,21.1,62.7,0,1.9,0,18.2,38.3,68.5,0
2006-08-28,2006,8,28,13,5,1,3,10,1,3,9,25.3,28.8,21.4,63.5,0,1.9,0,28.2,47.0,64.6,0
2006-08-29,2006,8,29,12,4,2,5,7,0,2,10,25.8,29.3,23.2,67.2,0,1.9,0,28.6,45.9,64.8,0
2006-08-30,2006,8,30,12,4,0,6,6,0,4,8,24.9,28.8,22.2,65.3,0,1.9,0,28.2,44.5,60.4,0
2006-08-31,2006,8,31,18,5,0,8,10,1,1,16,24.4,26.7,22.2,73.0,0,1.9,0,,,59.6,0
2006-09-01,2006,9,1,20,10,2,9,11,0,3,17,23.9,27.9,21.0,69.2,0,1.9,0,,,57.8,0
2006-09-02,2006,9,2,11,4,1,5,6,0,3,8,25.3,27.8,23.2,73.0,0,0.6,0,,,57.6,0
2006-09-03,2006,9,3,14,4,3,7,7,0,4,10,25.8,28.4,24.1,69.8,0,0.6,1,,,59.8,0
2006-09-04,2006,9,4,18,7,0,9,9,1,1,16,25.6,30.5,21.9,67.4,0,0.6,0,,,56.0,0
2006-09-05,2006,9,5,14,4,3,6,8,1,2,11,25.0,28.8,22.3,65.0,0,0.6,0,,,57.0,0
2006-09-06,2006,9,6,20,9,5,9,11,0,0,20,24.7,27.3,22.8,74.0,0,0.6,0,,,55.2,1
2006-09-07,2006,9,7,15,5,2,9,6,0,4,11,24.4,27.9,21.2,71.9,0,0.6,0,31.8,61.2,55.6,1
2006-09-08,2006,9,8,18,5,4,9,9,0,2,16,24.8,28.5,21.7,73.2,0,0.6,0,28.7,69.2,53.6,1
2006-09-09,2006,9,9,15,3,2,8,7,1,1,13,24.5,28.3,21.4,73.3,0,1.0,0,28.4,50.8,51.0,1
2006-09-10,2006,9,10,9,4,3,1,8,0,1,8,24.5,28.2,21.7,72.8,0,1.0,0,,38.9,56.1,0
2006-09-11,2006,9,11,9,4,1,6,3,0,3,6,25.0,28.6,22.5,71.5,0,1.0,0,,57.2,49.8,0
2006-09-12,2006,9,12,12,5,1,5,7,0,4,8,22.2,24.6,20.7,80.2,0,1.0,0,,59.5,51.1,0
2006-09-13,2006,9,13,23,6,4,12,11,1,6,16,22.9,27.5,18.8,69.9,0,1.0,0,23.6,64.0,48.7,0
2006-09-14,2006,9,14,11,1,2,5,6,1,0,10,22.4,27.3,17.8,62.5,0,1.0,0,21.0,57.9,49.4,0
2006-09-15,2006,9,15,19,5,2,11,8,0,2,17,21.9,26.7,17.8,42.8,0,1.0,0,20.8,56.1,45.6,0
2006-09-16,2006,9,16,14,4,5,5,9,0,2,12,21.4,26.5,16.1,45.2,0,1.3,0,20.3,46.8,44.9,0
2006-09-17,2006,9,17,23,3,3,7,16,0,7,16,22.6,28.8,18.1,46.8,0,1.3,0,,,50.7,0
2006-09-18,2006,9,18,13,5,2,6,7,0,1,12,22.2,27.9,17.9,56.5,0,1.3,0,,,49.8,0
2006-09-19,2006,9,19,16,5,2,6,10,0,3,13,22.1,26.8,18.5,63.1,0,1.3,0,,,48.8,0
2006-09-20,2006,9,20,17,8,1,9,8,0,3,14,22.6,26.9,19.5,69.3,0,1.3,0,,,53.0,0
2006-09-21,2006,9,21,16,6,1,11,5,0,0,16,23.5,24.9,22.1,72.9,0,1.3,0,,,54.3,0
2006-09-22,2006,9,22,28,7,3,12,16,0,3,25,25.4,30.3,22.0,63.1,0,1.3,0,,,50.6,0
2006-09-23,2006,9,23,17,7,2,6,11,0,2,15,20.9,23.1,19.4,82.1,0,0.6,0,,,44.7,0
2006-09-24,2006,9,24,16,3,2,7,9,0,4,12,22.5,27.0,18.2,59.1,0,0.6,0,,41.1,48.0,0
2006-09-25,2006,9,25,14,9,3,8,6,0,2,12,24.2,29.5,19.7,41.5,0,0.6,0,,67.9,40.7,0
2006-09-26,2006,9,26,12,6,1,7,5,0,3,9,22.5,27.3,18.5,51.1,0,0.6,0,,76.4,41.9,0
2006-09-27,2006,9,27,14,6,3,10,4,0,3,11,20.5,26.3,15.8,63.3,0,0.6,0,,74.2,43.3,0
2006-09-28,2006,9,28,11,4,2,3,8,0,0,11,20.6,24.7,16.8,76.9,0,0.6,0,,74.1,44.1,0
2006-09-29,2006,9,29,15,2,1,10,5,1,3,11,22.0,28.1,17.6,75.1,0,0.6,0,,75.6,47.6,0
2006-09-30,2006,9,30,10,4,1,7,3,0,1,9,23.0,28.1,18.7,69.2,0,2.3,0,,69.1,47.2,0
2006-10-01,2006,10,1,10,3,3,6,4,0,1,9,24.2,31.7,19.2,59.3,0,2.3,0,,48.4,51.3,0
2006-10-02,2006,10,2,21,7,0,7,14,1,2,18,22.9,26.5,20.1,74.3,0,2.3,1,,72.7,48.0,0
2006-10-03,2006,10,3,18,5,2,12,6,0,2,16,25.2,29.1,20.2,45.8,0,2.3,1,,69.1,47.0,0
2006-10-04,2006,10,4,17,5,2,3,14,0,3,14,21.5,25.4,17.6,40.3,0,2.3,0,,58.2,47.5,0
2006-10-05,2006,10,5,14,4,1,10,4,0,2,12,19.6,24.4,15.5,50.9,0,2.3,0,25.4,87.7,44.8,0
2006-10-06,2006,10,6,13,6,0,5,8,0,1,12,19.8,25.7,14.8,55.6,0,2.3,0,31.2,92.0,44.0,0
2006-10-07,2006,10,7,17,7,2,5,12,0,0,17,21.2,27.9,16.2,57.5,0,1.1,0,28.3,81.6,49.9,0
2006-10-08,2006,10,8,26,8,2,13,13,0,6,20,20.9,25.3,17.2,69.3,0,1.1,0,23.0,59.0,51.9,0
2006-10-09,2006,10,9,15,3,3,9,6,0,3,12,21.5,25.5,18.3,76.5,1,1.1,0,21.6,60.7,50.7,1
2006-10-10,2006,10,10,23,6,5,13,10,1,2,20,21.0,24.8,17.8,76.5,0,1.1,0,25.1,70.6,52.5,1
2006-10-11,2006,10,11,19,3,2,11,8,0,2,17,23.1,28.9,17.1,57.6,0,1.1,0,29.8,61.0,48.1,1
2006-10-12,2006,10,12,13,3,2,5,8,0,2,11,20.3,24.7,15.6,49.7,1,1.1,0,20.6,36.0,50.7,0
2006-10-13,2006,10,13,12,5,3,9,3,0,1,11,18.6,23.8,14.2,59.2,0,1.1,0,23.2,46.5,51.5,0
2006-10-14,2006,10,14,23,6,2,9,14,0,2,21,19.2,23.6,15.6,64.0,0,3.3,0,,47.8,54.9,0
2006-10-15,2006,10,15,20,9,3,11,9,0,1,19,18.5,22.4,15.2,76.7,0,3.3,0,,43.6,59.9,0
2006-10-16,2006,10,16,14,3,0,5,9,0,1,13,20.1,23.6,17.0,74.6,0,3.3,0,,65.7,57.5,0
2006-10-17,2006,10,17,21,7,1,7,14,0,2,19,20.6,23.2,18.0,74.0,0,3.3,0,,46.9,57.8,0
2006-10-18,2006,10,18,18,5,3,9,9,1,2,15,19.7,24.7,14.6,79.6,0,3.3,0,,61.0,52.7,0
2006-10-19,2006,10,19,18,4,2,10,8,0,3,15,19.0,23.0,15.3,65.7,0,3.3,0,,55.7,53.5,0
2006-10-20,2006,10,20,11,6,2,6,5,0,3,8,19.9,22.8,18.8,64.4,0,3.3,0,,67.4,44.6,0
2006-10-21,2006,10,21,25,6,3,10,15,0,8,17,21.9,26.2,18.5,57.8,0,4.1,0,17.3,44.2,44.9,0
2006-10-22,2006,10,22,19,10,1,10,9,0,3,16,20.0,24.4,17.0,63.4,0,4.1,0,21.8,54.0,41.5,0
2006-10-23,2006,10,23,19,6,3,9,10,1,1,17,21.0,26.2,16.5,66.0,0,4.1,0,36.2,67.7,32.6,0
2006-10-24,2006,10,24,9,4,3,4,5,0,0,9,22.3,26.4,20.0,58.9,0,4.1,0,25.5,52.3,33.6,0
2006-10-25,2006,10,25,26,9,2,14,12,0,3,23,19.9,23.4,17.0,76.0,0,4.1,0,24.0,48.1,31.6,0
2006-10-26,2006,10,26,11,3,2,6,5,0,0,11,21.0,25.8,18.0,74.7,0,4.1,0,35.6,78.1,27.8,1
2006-10-27,2006,10,27,20,5,2,7,13,1,5,14,19.6,23.1,15.9,82.7,0,4.1,0,33.0,68.8,28.4,1
2006-10-28,2006,10,28,16,5,2,9,7,1,1,14,21.0,25.9,18.0,74.2,0,7.1,0,32.3,65.4,29.9,1
2006-10-29,2006,10,29,24,9,3,13,11,0,2,22,20.5,30.1,13.2,64.6,0,7.1,0,28.7,87.0,32.2,1
2006-10-30,2006,10,30,21,5,4,11,10,0,4,17,19.6,27.1,14.3,67.9,0,7.1,0,36.5,99.1,27.8,1
2006-10-31,2006,10,31,17,8,1,5,12,1,1,15,18.7,23.8,13.0,80.4,0,7.1,0,37.5,93.5,28.8,1
2006-11-01,2006,11,1,20,8,4,11,9,0,3,17,18.7,24.1,15.0,78.5,1,7.1,0,32.3,67.2,32.2,1
2006-11-02,2006,11,2,18,4,1,9,9,1,2,15,17.8,19.7,16.7,79.4,0,7.1,0,27.4,56.8,28.3,0
2006-11-03,2006,11,3,11,8,1,6,5,0,0,11,13.7,15.3,12.9,90.1,0,7.1,0,16.9,48.1,31.0,0
2006-11-04,2006,11,4,13,4,2,5,8,0,1,12,14.0,15.0,13.1,90.5,0,6.6,0,15.9,48.5,28.2,0
2006-11-05,2006,11,5,17,8,2,6,11,0,2,15,16.2,19.2,14.5,74.6,0,6.6,0,17.8,51.5,34.7,0
2006-11-06,2006,11,6,19,5,2,7,12,0,1,18,15.3,17.7,12.9,76.1,0,6.6,0,21.6,80.1,35.2,0
2006-11-07,2006,11,7,11,3,1,4,7,0,3,8,17.1,19.3,15.1,81.5,0,6.6,0,21.0,65.4,34.1,0
2006-11-08,2006,11,8,22,3,2,9,13,0,2,20,17.3,18.4,15.5,84.9,0,6.6,0,,45.4,38.3,0
2006-11-09,2006,11,9,19,4,5,11,8,0,2,17,17.5,21.3,14.1,84.6,0,6.6,0,29.5,78.8,39.4,0
2006-11-10,2006,11,10,18,5,0,11,7,0,1,17,17.1,23.4,12.6,76.2,0,6.6,0,38.9,92.4,36.8,0
2006-11-11,2006,11,11,26,10,2,14,12,0,12,14,15.8,22.6,10.5,78.6,0,5.9,0,28.8,61.4,32.1,0
2006-11-12,2006,11,12,17,6,4,8,9,0,2,15,15.9,22.9,9.9,70.5,0,5.9,0,25.8,57.2,39.2,0
2006-11-13,2006,11,13,15,3,1,3,12,0,5,10,15.5,22.3,9.8,70.4,0,5.9,0,33.4,71.1,32.8,0
2006-11-14,2006,11,14,16,4,1,12,4,0,4,12,14.3,21.4,9.3,72.9,0,5.9,0,,81.8,29.1,0
2006-11-15,2006,11,15,22,5,1,10,12,0,3,19,13.8,20.3,8.9,77.8,0,5.9,0,,81.7,30.3,1
2006-11-16,2006,11,16,13,6,0,9,4,0,2,11,14.9,17.6,12.5,84.3,0,5.9,0,39.0,98.3,26.5,1
2006-11-17,2006,11,17,20,4,3,8,12,0,1,19,15.2,19.1,13.0,64.0,0,5.9,0,26.4,58.8,24.8,0
2006-11-18,2006,11,18,24,5,5,10,14,0,4,20,15.2,21.4,10.9,60.1,0,5.0,0,21.4,49.7,26.3,0
2006-11-19,2006,11,19,13,2,1,4,9,1,2,10,15.2,22.2,10.2,66.2,0,5.0,0,27.1,51.3,29.6,0
2006-11-20,2006,11,20,12,5,2,5,7,0,1,11,15.8,21.4,11.0,63.6,0,5.0,0,31.6,56.9,27.6,0
2006-11-21,2006,11,21,21,5,2,7,14,0,1,20,16.6,21.1,13.0,58.5,0,5.0,0,36.8,40.2,27.8,0
2006-11-22,2006,11,22,19,5,3,11,8,0,0,19,18.9,22.0,16.4,58.6,0,5.0,0,36.5,37.8,30.9,0
